Firma;Register_ID;Gruppe;IT_Gewinne;aktive_Jahre;letzter_Gewinn;Summe_Wert_EUR;Median_Wert_EUR;ARGE_Gewinne;Ort;PLZ;Email;Web;Aufloesung
ConSol Consulting & Solutions Software GmbH;D2601V_HRB97371;CONSOL;3;3;2026-06-09;454395.0;454395.0;0;München;81669;vertrieb@consol.de;;handelsregister_exakt
Prognos GmbH;W1215_W1209_HRB12438;PROGNOS;3;3;2025-08-19;452800.0;226400.0;0;Berlin;10623;ausschreibungen@prognos.com;;handelsregister_exakt
IBAK Helmut Hunger GmbH & Co KG;X1517R_HRA940KI;IBAK;3;3;2025-10-10;450250.0;225125.0;0;Kiel;24148;info@ibak.de;http://ibak.de;handelsregister_exakt
SQL Projekt AG;U1104_HRB28128;;3;2;2022-09-29;450000.0;450000.0;0;Dresden;01069;ausschreibung@sql-ag.de;;handelsregister_exakt
sqlXpert GmbH;F1103R_HRB159602;SQLXPERT;3;3;2022-08-15;450000.0;450000.0;0;Berlin;10179;jeanette.buechner@sqlxpert.de;;handelsregister_exakt
DriveLock SE;D2601V_HRB230288;DRIVELOCK;3;3;2025-08-26;449160.0;449160.0;0;München;81241;peter.siegmann@Drivelock.com;;handelsregister_exakt
SYRACOM AG;M1906_HRB19156;SYRACOM;3;1;2022-12-22;447325.0;223663.0;1;Wiesbaden;65205;philip.tauschek@syracom.de;;handelsregister_exakt
Berolina Schriftbild GmbH & Co. KG;G1312_HRA2063;BEROLINA;3;2;2024-09-13;443095.0;443095.0;0;Zossen;15806;s.heyl@berolina.de;;handelsregister_exakt
viadee Unternehmensberatung AG;R2713_HRB17380;VIADEE;3;3;2026-06-29;439660.0;439660.0;0;Münster;48147;ausschreibungen@viadee.de;;handelsregister_exakt
Grüninger GmbH;B8534_HRB245805;;3;3;2024-06-27;435177.0;435177.0;0;Dortmnund;44135;hj.asche@grueninger.com;;handelsregister_exakt
ACCSO GmbH;;;3;3;2022-02-23;429000.0;214500.0;0;Darmstadt;64295;;;nur_name
Maintainet AG;M1502_HRB13038;MAINTAINET;3;3;2025-10-28;424400.0;424400.0;0;Gelnhausen;63571;office@maintainet.de;;handelsregister_exakt
Call-Data-Systems GmbH;D2201V_HRB2204;CALL-DATA;3;3;2026-02-11;423656.0;173111.0;0;Niederalteich;94557;f.blahetek@call-data.de;https://www.call-data.de;handelsregister_exakt
1&1 Versatel GmbH;F1103R_HRB146659;VERSATEL;3;3;2025-12-16;421000.0;421000.0;0;Düsseldorf;40468;Young-Un.Cha@versatel.de;;handelsregister_exakt
Dr. Ing. Paul Christiani GmbH & Co. KG;;CHRISTIANI;3;3;2024-05-10;414785.0;145632.0;0;Konstanz;78464;ausschreibungen@christiani.de;;nur_name
Aon Assessment GmbH;;AON;3;2;2022-04-11;413900.0;413900.0;0;Hamburg;20457;;;nur_name
VMT Düssel GmbH;DE812720641;;3;2;2025-12-10;412192.0;206096.0;0;Essen;45356;denise.woelk@vmt-duessel.de;;ted_nationalid
SER eGovernment Europe GmbH;F1103R_HRB150091;;3;3;2023-08-31;406002.0;406002.0;0;Bonn;53227;;;handelsregister_exakt
ibm GmbH;D4608V_HRB4379;IBM;3;3;2025-09-24;404056.0;404056.0;0;Frankfurt am Main;65936;jutta.riecks@de.ibm.com;http://www.ibm.com;handelsregister_exakt
Dr. Lippke und Dr. Wagner GmbH;F1103R_HRB25607;;3;3;2023-03-15;403361.0;403361.0;0;Berlin;;;;handelsregister_exakt
Seibert Solutions GmbH;;SEIBERT;3;2;2026-01-30;402176.0;402176.0;0;Wiesbaden;65185;sales@seibert.group;;nur_name
Allgeier CyRis GmbH;;ALLGEIER-IT;3;2;2023-10-26;401470.0;401470.0;0;Bremen;28307;Andreas.Diekmannshenke_Extern@allgeier-it.de;;nur_name
Neco GmbH;R2201_HRB12361;NECO-GMBH;3;2;2024-11-06;398470.0;398470.0;0;Bochum;44787;info@neco-gmbh.de;https://www.neco-gmbh.de;handelsregister_exakt
valantic Enterprise Solutions GmbH;DE813060444;VALANTIC;3;3;2026-02-24;398446.0;398446.0;0;Hamburg;20457;info@solutions.valantic.com;https://www.valantic.com/de/sap-services/;ted_nationalid
CalPlus GmbH;F1103R_HRB71235;CALPLUS;3;3;2025-09-11;395163.0;395163.0;0;Berlin;14052;office@calplus.de;http://www.calplus.de;handelsregister_exakt
Walter Nagel;B8534_HRA6267;;3;3;2023-11-14;393950.0;196975.0;0;Bielefeld;33729;t.haak@walternagel.de;;handelsregister_exakt
BPC (Best Price Company Handels) GmbH;R3306_HRB39460;;3;2;2026-06-12;390790.0;195395.0;0;Münster;48155;;;handelsregister_exakt
SoftExpress GmbH;T2408V_HRB11827;SOFTEXPRESS;3;2;2024-05-28;390587.0;195293.0;0;Greimerath;54533;nschermann@softexpress.de;;handelsregister_exakt
netkab GmbH;;NETKAB;3;3;2023-07-25;387515.0;387515.0;0;St. Ingbert;66386;dk@netkab.de;;nur_name
B&IT Services GmbH;F1103R_HRB122901;BUIT-SERVICES;3;2;2025-10-14;376879.0;376879.0;0;Berlin;10719;marketing@buit-services.com;;handelsregister_exakt
Werner Tantzky KG;B8535_HRA100871;TANTZKY;3;3;2025-05-23;376296.0;188148.0;0;Karlsruhe;76149;ute.gernandt@tantzky.de;;handelsregister_exakt
IT MediaConsult AG;DE813016796;ITMEDIACONSULT;3;2;2024-06-04;374318.0;374318.0;0;Züsch;54422;vertrieb@itmediaconsult.de;;ted_nationalid
Innoloft GmbH;R3101_HRB19896;;3;3;2026-03-10;372600.0;186300.0;0;Aachen;52070;s.pietsch@innoloft.com;;handelsregister_exakt
SoftwareONE AG;;;3;3;2022-10-28;363312.0;363312.0;0;Leipzig;;;;nur_name
SVA Vertrieb Alexander GmbH;;;3;3;2023-03-29;357143.0;357143.0;1;Wiesbaden;65205;;;nur_name
Dubrau GmbH NL Dresden;;;3;3;2022-05-13;357125.0;178563.0;0;Dresden;01159;;;nur_name
bfd buchholz-fachinformationsdienst gmbh;V1109_HRB3806;BFD;3;3;2024-10-07;352998.0;352998.0;0;Bexbach;66450;torsten.bruenig@bfd.de;;handelsregister_exakt
LEIFOS GmbH;R3306_HRB63868;LEIFOS;3;2;2025-12-12;351456.0;351456.0;0;Köln;50668;toedt@leifos.com;;handelsregister_exakt
NEXT Consulting-Informations- und Kommunikationsmanagement GmbH;T2408V_HRB4036;;3;3;2022-11-22;345000.0;345000.0;0;Föhren;54343;;;handelsregister_exakt
Atlassian. Pty Ltd;EU372001951;ATLASSIAN;3;2;2026-04-09;338970.0;338970.0;0;Sydney;NSW 2000;eudatarep@atlassian.com;;ted_nationalid
Asknet Solutions AG;DE175999667;ASKNET;3;2;2025-12-08;337744.0;337744.0;0;Karlsruhe;76131;volker.markert@asknet.de;http://www.asknet.de;ted_nationalid
Siemens Aktiengesellschaft RC-DE SI RDE OST CIS;;SIEMENS;3;1;2023-07-28;336365.0;168183.0;0;Berlin;13629;wolfgang.sperling@siemens.com;;nur_name
Scionics Computer Innovation OHG;B8535_HRA332971;SCIONICS;3;3;2025-04-02;327000.0;327000.0;0;Dresden;01309;info@scionics.de;;handelsregister_exakt
DEVAGENCY GmbH & Co. KG;D3310V_HRA16834;DEVAGENCY;3;2;2025-12-16;317540.0;317540.0;0;Roth;91154;gustav.kratochvil@devagency.de;https://r23.technology/;handelsregister_exakt
KOST Software GmbH;;;3;3;2022-07-15;301048.0;301048.0;0;Graz;8020;;;nur_name
NE GmbH | Brockhaus;DE129413183;BROCKHAUS;3;2;2025-11-28;299978.0;299978.0;0;München;80331;schule@brockhaus.de;;ted_nationalid
con terra;DE162264061;CONTERRA;3;1;2025-05-08;282880.0;282880.0;0;Münster;48155;tenders@conterra.de;;ted_nationalid
Dantronik GmbH;X1112R_HRB1623FL;DANTRONIK;3;3;2025-12-23;280572.0;280572.0;0;Flensburg;24944;tenders@dantronik.de;;handelsregister_exakt
SECOPTENA GmbH;D2601V_HRB192792;SECOPTENA;3;2;2024-12-10;277200.0;277200.0;0;Starnberg;82319;info@secoptena.com;https://secoptena.com;handelsregister_exakt
converneo GmbH;U1308_HRB30533;CONVERNEO;3;3;2023-03-23;277098.0;277098.0;0;Leipzig;04109;f.baars@converneo.de;;handelsregister_exakt
Greenbone;DE262659424;GREENBONE;3;1;2025-12-13;269608.0;269608.0;0;Osnabrück;49074;sales@greenbone.net;http://greenbone.net;ted_nationalid
EBCONT informatics GmbH;DE324040017;EBCONT;3;2;2025-09-02;268646.0;268646.0;0;Frankfurt;60329;ausschreibungen-ger@ebcont.com;https://www.ebcont.com;ted_nationalid
HF-MediaDigital;DE129113872;HF-MEDIADIGITAL;3;1;2025-06-13;264024.0;264024.0;0;Hausham;83734;info@hf-mediadigital.de;;ted_nationalid
messenger Transport + Logistik GmbH;F1103R_HRB44570;MESSENGER;3;3;2026-05-22;255981.0;255981.0;0;Berlin;10777;ausschreibungen@messenger.de;http://www.messenger.de;handelsregister_exakt
Netresearch DTT GmbH & Co. KG;U1308_HRA17827;NETRESEARCH;3;2;2024-10-23;252100.0;252100.0;0;Leipzig;04229;consulting@netresearch.de;;handelsregister_exakt
Conceptboard Cloud Service GmbH;;CONCEPTBOARD;3;2;2024-08-20;252000.0;252000.0;0;Halle;06108;support@conceptboard.com;;nur_name
IPM Ingenieurbüro Peter Müller OHG;U1206_HRA3981;;3;3;2024-06-28;252000.0;252000.0;0;Annaberg-Buchholz;09456;mueller@ipm-gis.de;;handelsregister_exakt
OPTIMAL SYSTEMS Vertriebsgesellschaft Dortmund mbH;;OPTIMAL-SYSTEMS;3;2;2023-07-10;250810.0;250810.0;0;Dortmund;44263;kontakt@optimal-systems.de;;nur_name
ARTEMEON Management Partner GmbH;R1101_HRB60234;ARTEMEON;3;3;2026-03-12;250000.0;250000.0;0;Ratingen;40882;ulrich.bongartz@artemeon.de;https://artemeon.de/;handelsregister_exakt
B&W IT und Consulting GmbH;M1103_HRB94105;;3;2;2023-09-18;249700.0;249700.0;0;Darmstadt;64291;info@bundw.de;;handelsregister_exakt
DIAL GmbH;B8534_HRB756798;DIAL-GMBH;3;2;2025-01-27;248689.0;248689.0;0;Eichenzell;36124;ausschreibung@dial-gmbh.de;;handelsregister_exakt
LUNATEC GmbH & Co. KG;D2910V_HRA6868;LUNATEC;3;3;2026-05-15;245294.0;245294.0;0;Frankfurt am Main;60325;jannik.sauber@lunatec.de;;handelsregister_exakt
Quantum Optics Jena GmbH;;QO-JENA;3;2;2023-07-11;244500.0;244500.0;0;Jena;07745;k.fuechsel@qo-jena.com;;nur_name
eurofunk Kappacher GmbH;ATU35454003;EUROFUNK;3;2;2026-05-12;244176.0;244176.0;0;St. Johann / Salzburg;A-5600;gsteinbacher@eurofunk.com;;ted_nationalid
Bechtle GmbH IT Systemhaus Dortmund;DE190757725;BECHTLE;3;2;2025-06-11;242178.0;242178.0;0;Dortmund;44263;oliver.klostermeier@bechtle.com;http://www.bechtle.com;ted_nationalid
Geo++ GmbH;;;3;2;2022-08-05;240115.0;240115.0;0;Garbsen;30827;sales@geopp.de;;nur_name
TAXI-RUF ROSTOCK e.K.;N1206V_HRA2098;;3;3;2024-06-10;238854.0;238854.0;0;Rostock;18146;a-t-w@t-online.de;;handelsregister_exakt
IBRo Versandservice GmbH;N1206V_HRB10255;IBRO;3;2;2023-04-12;235000.0;235000.0;0;Roggentin;18184;;;handelsregister_exakt
PROSOZ Herten GmbH;170 262 025;PROSOZ;3;3;2026-02-10;235000.0;235000.0;0;Herten;45699;ausschreibungen@prosoz.de;;ted_nationalid
Mercateo Deutschland AG;D2601V_HRB243681;;3;1;2024-09-30;233178.0;233178.0;0;Leipzig;04103;Heike.Kleine@unite.eu;;handelsregister_exakt
ADP Employer Services GmbH;B8534_HRB19003;ADP;3;2;2023-04-06;227547.0;227547.0;0;Bremen;28359;adp@de.adp.com;;handelsregister_exakt
New Communication GmbH & Co. KG;X1517R_HRA4031KI;NEW-COMMUNICATION;3;3;2022-11-08;227326.0;227326.0;0;Kiel;24103;;;handelsregister_exakt
siticom GmbH;M1103_HRB9276;SITICOM;3;3;2024-11-14;221000.0;221000.0;0;Köln;50829;oliver.preissler@siticom.de;;handelsregister_exakt
DrVis Software GmbH;D2601V_HRB189781;DRVIS;3;3;2026-01-27;218880.0;109440.0;0;Garching;85748;peter.vogl@drvis.de;https://www.drvis.de;handelsregister_exakt
domeba GmbH;U1206_HRB22041;DOMEBA;3;3;2026-01-22;217512.0;108756.0;0;Chemnitz;09114;info@domeba.de;;handelsregister_exakt
GeSiM mbH;;GESIM;3;3;2024-11-04;217200.0;217200.0;0;Radeberg;01454;fiehn@gesim.de;;nur_name
Cecon Computer Systems GmbH;DE137170112;CECON;3;2;2024-07-16;215246.0;215246.0;0;Berlin;10115;cc@cecon.de;;ted_nationalid
OPASCA GmbH;B8535_HRB712859;OPASCA;3;2;2023-12-05;215001.0;215001.0;0;Mannheim;68167;contact@opasca.com;;handelsregister_exakt
perbit Software GmbH;R2706_HRB2372;PERBIT;3;3;2022-11-09;215000.0;215000.0;0;Altenberge;48341;hkellermeyer@perbit.de;;handelsregister_exakt
GIP S.a.r.L.;;;3;2;2024-02-13;215000.0;215000.0;0;Munsbach;L-5365;georg.kramb@g-i-p.tech;;nur_name
tenfold Software GmbH;;TENFOLD-SECURITY;3;3;2025-01-27;215000.0;215000.0;0;Wien;1070;helmut.semmelmayer@tenfold-security.com;;nur_name
TeraVolt GmbH;K1101R_HRB100027;TERAVOLT;3;3;2024-03-05;214000.0;214000.0;0;Hamburg;20357;o.koch@teravolt.tv;;handelsregister_exakt
ARREBA Consulting GmbH;D2601V_HRB225543;;3;1;2023-08-14;214000.0;214000.0;1;Germering;;;;handelsregister_exakt
BASIS Computer- & Systemintegration GmbH;N1308V_HRB6321;;3;3;2023-08-31;210058.0;105029.0;0;Wismar;23966;;;handelsregister_exakt
VideoProjects-ASS Anlagen - Systeme - Service GmbH;K1101R_HRB77515;VIDEOPROJECTS-ASS;3;2;2025-04-24;210000.0;210000.0;0;Hamburg;22113;Dummy-eMail-eVergabe@fb.hamburg.de;www.videoprojects-ass.de;handelsregister_exakt
visunext SE;HRB 14203 Steinfurt;VISUNEXTGROUP;3;3;2026-06-23;209953.0;61076.0;0;Emsdetten;48282;tender@visunextgroup.com;http://www.visunext.de;ted_nationalid
AMPEG GmbH;H1101_H1101_HRB15514;;3;3;2024-12-10;209000.0;209000.0;0;Bremen;28195;Dummy-eMail-eVergabe@fb.hamburg.de;;handelsregister_exakt
Corning Optical Communications GmbH & Co. KG;F1103R_HRA44404;CORNING;3;3;2023-08-10;209000.0;209000.0;0;Berlin;10117;dddistemea@corning.com;;handelsregister_exakt
Synopsys GmbH;D2601V_HRB90949;SYNOPSYS;3;2;2025-07-02;208320.0;208320.0;0;Aschheim;85609;kschmitt@synopsys.com;;handelsregister_exakt
Computer Zentrum Strausberg GmbH;G1207_HRB2538;COMPUTERZENTRUM;3;2;2026-01-26;205890.0;205890.0;0;Strausberg;15344;vergabe@computerzentrum.de;http://computerzentrum.de;handelsregister_exakt
ATVANTAGE GmbH;DE365991872;ATVANTAGE;3;2;2026-02-10;205711.0;205711.0;0;Köln;50670;info@atvantage.com;;ted_nationalid
Keßler Real Estate Solutions GmbH;U1308_HRB16723;KESSLERSOLUTIONS;3;3;2023-04-14;200000.0;200000.0;0;Leipzig;04105;kerdmann@kesslersolutions.de;;handelsregister_exakt
DynaTech;;DYNATECH;3;3;2023-07-14;199326.0;199326.0;0;Rückersdorf;07580;antje.kuhlmann@dynatech.de;;nur_name
XALT Business Consulting GmbH;D2601V_HRB225601;XALTBC;3;2;2025-12-19;198409.0;198409.0;0;München;81673;info@xalt.de;;handelsregister_exakt
Medientechnik Keuk GmbH;R3201_HRB17288;MEDIENTECHNIK-KEUK;3;2;2023-09-15;195365.0;97683.0;0;Swisttal;53913;info@medientechnik-keuk.de;;handelsregister_exakt
Andreas Erbe IT Dienstleistungen;;ERBE-IT;3;2;2023-07-26;195233.0;195233.0;0;Runkel;65594;aerbe@erbe-it.de;;nur_name
Xiting GmbH;B1204_HRB709124;XITING;3;3;2025-11-18;193793.0;193793.0;0;Schluchsee;79859;info@xiting.com;http://www.xiting.com;handelsregister_exakt
Quintra Business Communication & Consulting GmbH;F1103R_HRB60971;QUINTRA;3;3;2025-08-29;183000.0;183000.0;0;Berlin;12489;ausschreibung@quintra.de;;handelsregister_exakt
BiGe VTUS GmbH/VTP GmbH;123456789;;3;2;2026-06-12;180113.0;180113.0;0;Mainz;55116;Schudu@gmx.de;http://haai.at;ted_nationalid
microTOOL GmbH;;MICROTOOL;3;2;2023-09-06;178000.0;178000.0;0;Berlin;13355;Enrico.Fritz@microtool.de;;nur_name
AbaMediCus GbR;DE162716713;ABAMEDICUS;3;2;2026-04-27;171099.0;85549.0;0;Halle;06120;info@abamedicus.de;http://www.abamedicus.de;ted_nationalid
3pc GmbH;DE217652890;3PC;3;3;2026-05-21;167200.0;167200.0;0;Berlin;10969;vergabe@3pc.de;http://3pc.de;ted_nationalid
apia systemhaus gmbh;U1206_HRB3392;APIA;3;2;2024-12-06;165371.0;165371.0;0;Thermalbad Wiesenbad OT Schönfeld;09488;vergabe@apia.de;;handelsregister_exakt
Gingco Systems GmbH;;GINGCO;3;2;2023-06-16;161556.0;161556.0;0;Braunschweig;38104;info-systems@gingco.net;;nur_name
WMS UG (haftungsbeschränkt);B8534_HRB736373;;3;2;2023-07-18;160848.0;160848.0;0;Neuss;41472;c.raudenkolb@webmad.de;;handelsregister_exakt
GO! General Overnight & Express Logistik Potsdam GmbH;G1312_HRB8747;GENERAL-OVERNIGHT;3;3;2024-06-10;157325.0;157325.0;0;Schwerin;19063;schwerin@general-overnight.com;;handelsregister_exakt
Grant Thornton AG;;;3;2;2024-02-26;140000.0;140000.0;0;Düsseldorf;40476;ausschreibungen@de.gt.com;;nur_name
GlobalLogic Germany GmbH;D2601V_HRB218576;GLOBALLOGIC;3;2;2022-12-02;137360.0;137360.0;0;Berlin;10245;atlassian-business@globallogic.com;;handelsregister_exakt
Mario Reifschneider e.K.;HRA 8092 P Potsdam;;3;3;2026-06-23;125470.0;62735.0;0;Werder;14542;info@lapstars.de;http://www.lapstars.de;ted_nationalid
EMENTO GmbH;DE 347823395;EMENTO;3;2;2024-12-30;125364.0;125364.0;0;Ratingen;40885;tender@emento.de;;ted_nationalid
Sim – Storck interaktive medien;;;3;3;2023-07-19;119780.0;119780.0;0;Borken;46325;;;nur_name
assono GmbH;X1517R_HRB8202KI;ASSONO;3;1;2024-11-18;117282.0;117282.0;0;Schwentinental;24223;kwarthun@assono.de;;handelsregister_exakt
easySoft.  GmbH;B8534_HRB361173;EASYSOFT;3;3;2024-05-07;116869.0;116869.0;0;Metzingen;72555;vertrieb@easysoft.de;;handelsregister_exakt
SECOVA GmbH & Co. KG;R2706_HRA5569;SECOVA;3;3;2024-05-13;112000.0;56000.0;0;Rheine;48431;info@secova.de;;handelsregister_exakt
Swabian Instruments GmbH;B8534_HRB758962;SWABIANINSTRUMENTS;3;1;2026-06-01;110707.0;33319.0;0;Stuttgart;70435;joseph@swabianinstruments.com;https://www.swabianinstruments.com/;handelsregister_exakt
brandung GmbH & Co. KG;R3306_HRA23482;BRANDUNG;3;3;2022-08-26;100000.0;100000.0;0;Köln;50823;info@brandung.de;;handelsregister_exakt
IBS Schreiber GmbH;K1101R_HRB60790;;3;3;2025-12-16;98101.0;98101.0;0;Hamburg;20359;;;handelsregister_exakt
Centric IT Solutions GmbH;R1101_HRB51777;CENTRIC;3;1;2022-12-12;95835.0;95835.0;0;Essen;45128;Steven.wernike@centric.eu;;handelsregister_exakt
Firma evoila GmbH;DE271495936;EVOILA;3;2;2026-03-31;71500.0;71500.0;0;Mainz;55129;bidbox@evoila.com;https://www.evoila.de/de/;ted_nationalid
MICADO AUTOMATION GmbH;ATU68967629;;3;2;2025-07-21;69363.0;69363.0;0;Lienz;9900;office@46nord.at;;ted_nationalid
MariaDB Corporation Ab;;MARIADB;3;3;2023-06-26;56500.0;56500.0;0;Espoo;02150;hana.huetter@mariadb.com;;nur_name
Ambient Information Processing GmbH;;;3;3;2024-01-02;46457.0;46457.0;0;Wien;1160;herbert.ehm@a-i-p.com;;nur_name
Karl Gröner GmbH;B8537_HRB2741;;3;2;2023-01-24;44545.0;22273.0;0;Ulm-Söflingen;89081;daniel.strehle@groener.de;;handelsregister_exakt
SST-Schultafel Service Team;;;3;3;2024-12-16;42960.0;42960.0;0;Ganderkesee;27777;sst-schultafeln@ewetel.net;;nur_name
Kellner Telecom GmbH;B8534_HRB202284;KELLNER;3;2;2026-05-26;37212.0;37212.0;0;Korntal-Münchingen;70825;kundenanfrage@kellner.de;;handelsregister_exakt
Applied Security GmbH;M1114_M1117_HRB2940;;3;3;2023-01-27;34500.0;34500.0;0;Großwallstadt;63868;;;handelsregister_exakt
SBRS GmbH;DE254211512;SBRS;3;2;2025-03-07;31000.0;31000.0;0;Neuhausen;8212;info.ch@trapezegroup.com;;ted_nationalid
WS IT-Systeme GmbH;D3410V_HRB16454;S-IT-SYSTEME;3;3;2024-05-10;23967.0;23967.0;0;Vohburg;85088;ausschreibungen@ws-it-systeme.de;;handelsregister_exakt
Lambert Ilsfeld GmbH;B8534_HRB728573;LAMBERT-ILSFELD;3;2;2023-05-09;23945.0;23945.0;0;Ilsfeld;74360;tassone@lambert-ilsfeld.de;;handelsregister_exakt
SVA GmbH;HRB 10315;SVA;3;1;2025-12-15;14187.0;14187.0;0;Wiesbaden;65205;ausschreibung@sva.de;http://www.sva.de/de;ted_nationalid
Make Studio GmbH;K1101R_HRB150407;MAKE-STUDIO;3;3;2026-01-19;7800.0;3900.0;0;Hamburg;20357;hello@make.studio;http://make.studio/de/;handelsregister_exakt
Audio-Visions-Zentrum GmbH;R2101_HRB41054;AV-ZENTRUM;3;3;2025-12-22;2002.0;2002.0;0;Bielefeld;33619;info@av-zentrum.de;;handelsregister_exakt
ITsolutions24 GmbH;M1114_HRB51167;ITSOLUTIONS24;3;2;2025-11-04;2000.0;1000.0;0;Rosbach v. d. H.;61191;info@itsolutions24.de;;handelsregister_exakt
Advisori FTC GmbH;M1202_HRB13003;ADVISORI;3;3;2024-07-01;1463.0;1463.0;0;Frankfurt am Main;60329;vergabe@advisori.de;;handelsregister_exakt
AGOR GmbH & Co. KG;Y1206_HRA102807;AGOR-AG;3;1;2024-02-26;1104.0;1104.0;0;Frankfurt am Main;60329;abrueckner@agor-ag.com;;handelsregister_exakt
PARIS UG (haftungsbeschränkt);R2101_HRB39842;;3;3;2025-07-10;1001.0;1001.0;0;Kaarst;41564;info@datango.com;;handelsregister_exakt
PInuts media + science Multimedia-Agentur GmbH;F1103R_HRB61363;PINUTS;3;3;2023-05-26;820.0;820.0;0;Berlin;10117;andreas.gromadecki@pinuts.de;;handelsregister_exakt
LEP GmbH;D3410V_HRB16356;LEP;3;3;2024-12-20;100.0;100.0;2;St. Gallen;9000;info@lep.ch;;handelsregister_exakt
Baxter Deutschland GmbH;D2601V_HRB42976;BAXTER;3;2;2023-10-04;100.0;100.0;1;Unterschleißheim;85716;operatives_pricing_de@baxter.com;;handelsregister_exakt
Swisio GmbH;DE 341015547;SWISIO;3;2;2026-05-05;;;0;Berlin;10115;info@swisio.de;;ted_nationalid
plenum Aktiengesellschaft;M1906_HRB11130;PLENUM;3;3;2022-07-08;;;0;Frankfurt;60549;volker.elders@plenum.de;;handelsregister_exakt
MVK System GmbH;D2404V_HRB11172;MVKSYSTEM;3;3;2025-05-20;;;0;Berlin;13053;vertrieb@mvksystem.com;;handelsregister_exakt
DOCYET UG (haftungsbeschränkt);U1308_HRB33908;DOCYET;3;3;2024-08-05;;;0;Leipzig;04307;info@docyet.com;;handelsregister_exakt
Projodis GmbH;M1405_HRB7276;PROJODIS;3;1;2024-08-28;;;0;Butzbach;35510;mail@projodis.com;https://www.projodis.net/;handelsregister_exakt
Allgeier Public SE;;ALLGEIER-PUBLIC;3;2;2025-05-26;;;0;München;80807;Dummy-eMail-eVergabe@fb.hamburg.de;;nur_name
DSE GmbH & Co. KG;D2601V_HRA101474;;3;3;2025-02-03;;;0;Düren;52353;Birgit.Eschweiler@dse-deutschland.de;;handelsregister_exakt
HL Audio Vertrieb GmbH;F1103R_HRB89133;HLAUDIO;3;3;2024-03-26;;;0;Berlin;10967;info@hlaudio.de;;handelsregister_exakt
evia innovation GmbH;D2505V_HRB16965;EVIA;3;2;2025-11-14;;;0;Stuttgart;70565;jan.lindenmair@evia.de;http://www.evia.de;handelsregister_exakt
xSuite Group GmbH;DE 163698547;XSUITE;3;2;2025-08-27;;;0;Ahrensburg;22926;daniel.petersen@xsuite.com;;ted_nationalid
digivod gmbh;R1102_HRB14783;DIGIVOD;3;2;2025-12-15;;;0;Meerbusch;40670;info@digivod.de;http://www.digivod.de;handelsregister_exakt
bayoonet Aktiengesellschaft;M1103_HRB8374;BAYOO;3;3;2022-10-26;;;0;Darmstadt;64293;christian.tilly@bayoo.net;;handelsregister_exakt
cretis Service & Software GmbH;R2108_HRB3470;CRETIS;3;2;2024-12-09;;;0;Löhne;32584;info@cretis.de;;handelsregister_exakt
dpa Deutsche Presse-Agentur GmbH;K1101R_HRB68431;DPA;3;2;2024-07-25;;;0;Hamburg;20148;hagge.tina@dpa.com;;handelsregister_exakt
Beak Consultants GmbH;U1206_HRB10455;BEAK;3;3;2025-12-22;;;1;Freiberg;09599;postmaster@beak.de;;handelsregister_exakt
Omega Software GmbH;B8534_HRB10349;OMEGASOFT;3;3;2025-10-21;;;0;Obersulm;74182;vertrieb@omegasoft.de;;handelsregister_exakt
MetaComp GmbH Computer + Netzwerke;B8534_HRB17945;;3;3;2026-05-22;;;0;Stuttgart;70565;team@ariston.de;;handelsregister_exakt
Integrated Services e.K.;M1201_HRA29918;INTEGRATEDSERVICES;3;3;2023-03-13;;;0;Köln;50858;rachid.amalhaf@integratedservices.de;;handelsregister_exakt
EMH metering GmbH & Co. KG;N1308V_HRA70;EMH-METERING;3;3;2026-01-26;;;0;Gallin;19258;info@emh-metering.com;;handelsregister_exakt
"Bechtle GmbH &amp; Co. KG";;BECHTLE;3;2;2024-03-08;;;0;Mannheim;68219;kontakt@bechtle.com;;nur_name
COMDOK GmbH;DE123382552;COMDOK;3;2;2025-04-30;;;0;Sankt Augustin;53757;info@comdok.de;;ted_nationalid
Fujitsu;München 113308;FUJITSU;3;3;2026-03-31;;;0;Hannover;30539;team.nds@ts.fujitsu.com;;ted_nationalid
stashcat GmbH;P2305_HRB209699;STASHCAT;3;3;2025-09-29;;;0;Hannover;30175;hello@stashcat.com;;handelsregister_exakt
IfV - Ingenieurbüro für Verkehrstechnik - Müller & Lange GmbH;G1207_HRB16232;;3;2;2024-11-29;;;0;Frankfurt (Oder);15236;info@ifv-ffo.de;;handelsregister_exakt
Chronicle Security Ireland Limited;;;3;2;2023-08-01;;;0;Dublin;4;;;nur_name
Extra Computer GmbH;B8537_HRB660925;EXTRACOMPUTER;3;1;2024-09-03;;;0;Giengen-Sachsenhausen;89537;info@extracomputer.de;;handelsregister_exakt
Infologistix GmbH;D2601V_HRB208058;INFOLOGISTIX;3;2;2024-04-22;;;0;Garching;85748;info@infologistix.de;;handelsregister_exakt
